,JAN,cid,SHOSINM,SERIESNM,KANSU,SAKUHINNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,SHPNSHANM,CHOSHANM,SOSHONM
682,9784591156896,234,花里小吹奏楽部　キミとボクの輪舞曲－ロンド－,花里小吹奏楽部　キミとボクの,,花里小吹奏楽部　キミとボクの輪舞曲－ロンド－,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,夕貴そら,ポプラポケット文庫
698,9784591155233,234,花里小吹奏楽部　キミとボクの協奏曲－コンチェルト－,花里小吹奏楽部　キミとボクの,,花里小吹奏楽部　キミとボクの協奏曲－コンチェルト－,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,夕貴そら,ポプラポケット文庫
618,9784591153987,234,花里小吹奏楽部　キミとボクの幻想曲－ファンタジア－,花里小吹奏楽部　キミとボクの,,花里小吹奏楽部　キミとボクの幻想曲－ファンタジア－,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,夕貴そら,ポプラポケット文庫
664,9784591158937,234,花里小吹奏楽部　キミとボクの交響曲－シンフォニー－,花里小吹奏楽部　キミとボクの,,花里小吹奏楽部　キミとボクの交響曲－シンフォニー－,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,夕貴そら,ポプラポケット文庫
162,9784001142167,235,小公女,小公女,,小公女,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,フランシス・ホジソン・バーネット,岩波少年文庫
222,9784001142099,235,小公子,小公女,,小公子,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,フランシス・ホジソン・バーネット,岩波少年文庫
318,9784591095751,235,小公女,小公女,,小公女,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,フランシス・ホジソン・バーネット,ポプラポケット文庫
336,9784591124123,236,らくだい魔女とランドールの騎士,らくだい魔女の出会いの物語,,らくだい魔女とランドールの騎士,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫
360,9784591109564,236,らくだい魔女とさいごの砦,らくだい魔女の出会いの物語,,らくだい魔女とさいごの砦,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫
365,9784591099049,236,らくだい魔女のドキドキおかしパーティ,らくだい魔女の出会いの物語,,らくだい魔女のドキドキおかしパーティ,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫
